campaign_id,ad_platform,ad_spend,ad_clicks,ad_impressions,ad_CTR,ad_conversion_rate,social_platform,social_engagements,social_reach,social_CTR,email_subject,email_recipients,email_opens,email_clicks,email_CTR,email_bounce_rate,email_unsub_rate,campaign_date,ad_CPC,email_open_rate,email_click_rate,year,month,quarter,year_month,total_engagements,ad_to_social_ratio,email_to_ad_ratio,campaign_effectiveness,month_year
CAMP-88,Google Ads,4231,63444,229129,0.9393452933261848,1.494421720087567,Twitter,65539,148631,2.1755601733259433,Promo Email 31,83606,48465,1801,1.949786088514762,0.5270004598077382,1.814266156845189,2024-08-30 18:37:20.454370,0.0666887333711619,57.96832763198814,3.7160837717940782,2024,8,3,2024-08,65539,0.9680343001876746,0.028387239140029,2.42090514871327,2024-08
CAMP-37,LinkedIn Ads,17335,35718,793130,4.154047118648113,1.7216666166252488,TikTok,7294,295478,5.058863142017869,Promo Email 32,28937,10469,2097,0.9864151354762882,9.34353237152858,3.174780155588655,2024-10-24 18:37:20.454370,0.4853295257293241,36.17859487852922,20.030566434234405,2024,10,4,2024-10,7294,4.896901562928434,0.058709894171006215,10.776099651893556,2024-10
CAMP-49,Facebook Ads,19977,76334,329953,2.965709295275522,5.951580680762754,Twitter,71487,237545,0.5934241865555547,Promo Email 33,63435,36469,2890,8.62578483038917,1.553742193310662,3.9435997714291986,2025-02-23 18:37:20.454370,0.2617051379463935,57.490344447071806,7.924538649263758,2025,2,1,2025-02,71487,1.0678025375243052,0.037859931354311316,4.237555504254827,2025-02
CAMP-41,Twitter Ads,17766,61214,618367,1.753909082830713,1.078568364445187,TikTok,82014,14288,0.8218320930649079,Promo Email 34,50508,32949,306,10.574999900257826,4.359366411780596,3.275919040939992,2024-09-09 18:37:20.454370,0.2902277256836671,65.2352102637206,0.9287080032777928,2024,9,3,2024-09,82014,0.7463847635769503,0.004998856470741987,1.1442055540798033,2024-09
CAMP-17,Twitter Ads,11258,70230,56805,4.033970924078175,0.7938433732388773,Twitter,66314,154470,4.395830816382718,Promo Email 35,42831,26205,721,12.03890760205928,7.82486451732612,3.7662148801361255,2024-07-01 18:37:20.454370,0.1603018652997294,61.18232121594173,2.7513833237931693,2024,7,3,2024-07,66314,1.0590523871279067,0.010266267976648156,3.6294938516555355,2024-07
CAMP-88,Twitter Ads,16811,25625,163421,1.3079475376261167,7.286933963969729,Twitter,96276,208302,2.720884729819952,Promo Email 36,43933,60803,539,5.4331354576023525,4.634691821089527,4.539270951195376,2024-09-09 18:37:20.454370,0.6560390243902439,138.39938087542393,0.8864694176274198,2024,9,3,2024-09,96276,0.2661618679629399,0.021034146341463413,1.5632374472847888,2024-09
CAMP-21,Facebook Ads,9066,79918,208849,4.882560223140999,3.935647400989923,Instagram,99392,275335,6.696556419306243,Promo Email 37,48307,28863,3764,0.5946184512188614,9.4950042408414,4.33137800519,2024-08-03 18:37:20.454370,0.1134412773092419,59.74910468462128,13.040917437549805,2024,8,3,2024-08,99392,0.8040687379265937,0.04709827573262594,8.690101967754096,2024-08
CAMP-51,LinkedIn Ads,12389,14434,968752,1.789606277956232,1.691065817721796,TikTok,29877,281195,6.370739489698107,Promo Email 38,49340,31220,2146,7.45302893811463,4.942095010738284,3.4028864184931096,2025-01-23 18:37:20.454370,0.8583206318414853,63.27523307661127,6.873798846893017,2025,1,1,2025-01,29877,0.4831141011480403,0.14867673548565885,5.1976232690535085,2025-01
CAMP-59,TikTok Ads,11754,94815,862465,1.7528236753410154,2.9093213231672284,TikTok,26283,62715,5.139090681398597,Promo Email 39,87338,10472,1732,0.7298764079167213,8.811924353225377,1.1517260182317004,2024-07-04 18:37:20.454370,0.1239677266255339,11.99019899700016,16.539343009931244,2024,7,3,2024-07,26283,3.6074649012669786,0.0182671518219691,8.68331151099438,2024-07
CAMP-167,LinkedIn Ads,11942,62867,239483,1.6283683371298558,6.599821819847791,TikTok,27545,11737,5.817946277330709,Promo Email 40,44601,33851,4461,1.833775404726599,8.202867076941573,3.2247439701054517,2024-07-01 18:37:20.454370,0.189956574991649,75.89740140355597,13.178340373991906,2024,7,3,2024-07,27545,2.282337992376112,0.07095932683283758,7.505230533934933,2024-07
CAMP-183,Google Ads,14021,6744,885671,0.6983464280290108,3.117597387838086,Facebook,67138,66140,4.837657022840006,Promo Email 41,76956,36645,2510,5.236990826710351,9.81936987658749,2.579807169128504,2024-11-16 18:37:20.454370,2.079033214709371,47.61811944487759,6.849501978441806,2024,11,4,2024-11,67138,0.10044981977419642,0.3721826809015421,4.400601826637428,2024-11
CAMP-41,Twitter Ads,5059,33033,393551,0.6445720219268608,5.197950688643875,Twitter,87301,157323,1.3162836676160443,Promo Email 42,73178,56735,4579,6.838994718622569,9.302203917134266,3.6143742319510586,2024-11-16 18:37:20.454370,0.1531498804226077,77.53013200688731,8.07085573279281,2024,11,4,2024-11,87301,0.3783805454691241,0.138618956800775,3.8165989999799956,2024-11
CAMP-39,LinkedIn Ads,16699,43569,45041,3.275714669217205,1.6561054139033866,TikTok,16298,183047,5.476031902979817,Promo Email 43,86311,15355,3962,4.552306897829904,9.032176429772347,4.181365077125283,2025-01-07 18:37:20.454370,0.3832771006908582,17.790316413898577,25.80267014001954,2025,1,1,2025-01,16298,2.6732727942078784,0.0909362161169639,12.946592027666924,2025-01
CAMP-141,TikTok Ads,7791,33787,819386,4.38807841833443,6.086889557251746,Facebook,21511,268291,1.8662477966725015,Promo Email 44,29754,36669,2025,8.937046364318263,7.450241234934949,3.739335336213446,2025-01-17 18:37:20.454370,0.2305916476751413,123.24057269610807,5.522375848809621,2025,1,1,2025-01,21511,1.5706847659337084,0.059934294255186905,4.085248204025928,2025-01
CAMP-192,Google Ads,8660,52756,271146,3.9735505003312,3.5027379965110086,Instagram,50677,51508,2.602378558151279,Promo Email 45,44310,46904,3266,1.3025719436623802,3.9864823990480978,4.2481497328102975,2024-07-06 18:37:20.454370,0.1641519448024869,105.85420898217106,6.963158792427085,2024,7,3,2024-07,50677,1.0410245278923378,0.06190765031465615,4.758042234515578,2024-07
CAMP-11,Facebook Ads,612,17475,332927,0.7914272107046204,6.456200128022807,TikTok,15967,315368,5.825022378665731,Promo Email 46,70893,20069,1439,2.5964057984739783,1.5081914763665731,0.4129452293710168,2025-01-05 18:37:20.454370,0.0350214592274678,28.308859831012935,7.170262594050526,2025,1,1,2025-01,15967,1.0944447923842926,0.08234620886981402,4.853039914431316,2025-01
CAMP-147,Facebook Ads,16424,65306,108524,2.7733523967811258,8.179751381888217,TikTok,62601,282787,3.9874164545574136,Promo Email 47,87799,54937,4565,10.581246810953786,7.042127996511705,0.2549381873635734,2024-08-18 18:37:20.454370,0.2514929715493216,62.57132769165936,8.309518175364508,2024,8,3,2024-08,62601,1.043210172361464,0.06990169356567544,5.352037925547364,2024-08
CAMP-139,TikTok Ads,17023,96562,219306,0.617398575285536,6.3106409842049285,Facebook,14366,302111,6.08961464219216,Promo Email 48,49367,49006,3906,2.561042377169807,9.797213772710666,1.3666527817280103,2024-09-24 18:37:20.454370,0.1762908804705784,99.26874227722972,7.970452597641104,2024,9,3,2024-09,14366,6.721564805791452,0.04045069489032953,5.200285004299751,2024-09
CAMP-77,Google Ads,1924,36707,912289,0.3219437537040795,3.3096018446526965,Twitter,39522,493066,1.8847295789812173,Promo Email 49,14201,26238,1634,9.776740422771123,7.402742154652755,4.513263812132279,2024-11-25 18:37:20.454370,0.0524150706949628,184.7616365044715,6.2276088116472295,2024,11,4,2024-11,39522,0.9287738474773544,0.04451467022638734,3.153045524464481,2024-11
CAMP-127,Twitter Ads,19833,83278,545026,3.31629071098536,2.929565164708854,Instagram,35308,104535,4.450559850944767,Promo Email 50,3739,7272,4989,1.2929270009238003,9.322929008134688,4.135930329821472,2024-08-05 18:37:20.454370,0.2381541343452052,194.4905054827494,68.60561056105611,2024,8,3,2024-08,35308,2.358615611192931,0.05990777876510003,29.772299393001482,2024-08
CAMP-46,LinkedIn Ads,11308,24093,798135,2.7222464350337168,3.610499107967756,TikTok,31313,303877,1.0446413215637005,Promo Email 51,14231,20231,3013,6.4070430472275355,8.14089477307741,3.445363759197027,2024-11-05 18:37:20.454370,0.4693479433860457,142.1614784625114,14.892986011566409,2024,11,4,2024-11,31313,0.7694248395235206,0.12505707051840784,7.087260731605789,2024-11
CAMP-45,Google Ads,6543,44486,114776,0.5019160575362073,2.063894875746796,Twitter,7467,478219,4.679896458010193,Promo Email 52,43495,10631,4579,3.072437316757144,2.049589413608448,3.5337174704546084,2024-04-26 18:37:20.454370,0.1470799802184957,24.441889872399123,43.07214749318032,2024,4,2,2024-04,7467,5.957680460693719,0.10293125927258014,18.78340275193605,2024-04
CAMP-1,Facebook Ads,7489,46387,181494,0.2712023073893433,2.2211325830751907,Instagram,79126,297952,5.456471245540976,Promo Email 53,22168,66824,1026,2.089726096760203,2.8674358206172292,3.660685299365242,2024-09-24 18:37:20.454370,0.1614460948110462,301.44352219415373,1.535376511433018,2024,9,3,2024-09,79126,0.5862421959912039,0.02211826589346153,2.332452670452303,2024-09
CAMP-168,TikTok Ads,6761,86824,193971,4.94980642570574,8.011565468051595,LinkedIn,35462,199360,4.302050810861691,Promo Email 54,33624,54597,3414,8.7219753607678,3.7477232167423287,4.71875323237526,2024-04-26 18:37:20.454370,0.0778701741453975,162.3750892219843,6.253090829166438,2024,4,2,2024-04,35462,2.448367266369635,0.03932092508983691,5.276793502636805,2024-04
CAMP-108,TikTok Ads,1387,98232,930896,0.2471045275304522,4.154959476820727,LinkedIn,51688,59959,2.2305047597422667,Promo Email 55,11635,3389,95,13.960868694081515,2.098474221211039,4.177736646307032,2024-05-27 18:37:20.454370,0.0141196351494421,29.127632144391917,2.8031867807612865,2024,5,2,2024-05,51688,1.9004798018882525,0.0009670982979069957,1.8645574984863302,2024-05
CAMP-19,LinkedIn Ads,19988,93408,832156,2.2781884399457826,4.641954215420565,Instagram,38385,396065,0.7037273475826337,Promo Email 56,10964,10069,1243,1.294412194891458,6.025687660393564,3.1546128964325333,2024-07-12 18:37:20.454370,0.2139859540938677,91.8369208318132,12.344820736915285,2024,7,3,2024-07,38385,2.433450566627589,0.013307211373758137,5.832503031024639,2024-07
CAMP-76,TikTok Ads,16933,96493,819731,2.5726332205777087,6.143469922884706,Facebook,74855,331322,1.2764177457678576,Promo Email 57,28785,8112,3392,6.612536599161496,9.766779979282036,3.3620056327599888,2024-05-24 18:37:20.454370,0.1754842320168302,28.181344450234494,41.81459566074951,2024,5,2,2024-05,74855,1.2890655266849242,0.035152809012052685,17.880553554203477,2024-05
CAMP-72,TikTok Ads,16902,76412,278785,0.6746727242221807,6.101708203939703,Instagram,71946,199208,4.544969363981171,Promo Email 58,96046,52144,4562,10.759263847308931,7.733858917643507,1.1473272840994977,2025-03-04 18:37:20.454370,0.2211956237240224,54.29065239572704,8.748849340288432,2025,3,1,2025-03,71946,1.0620743335279237,0.05970266450295765,5.065432362576378,2025-03
CAMP-189,Google Ads,12753,98471,342678,0.9284027143546096,1.1400802794582945,Instagram,36407,192812,6.5737314094763395,Promo Email 59,83797,32569,4993,7.208973559473492,4.522174116140888,3.3208622432657355,2024-07-25 18:37:20.454370,0.1295102111281494,38.866546535078825,15.33052903067334,2024,7,3,2024-07,36407,2.7047271129178454,0.050705283789135885,8.382851849418621,2024-07
CAMP-109,Twitter Ads,19490,75424,269449,1.8238445314107272,8.399637470207823,Facebook,95267,113255,1.8424736258180416,Promo Email 60,85790,27831,296,12.194191218526056,0.5427925693127422,2.180927160850447,2024-06-08 18:37:20.454370,0.2584058124734832,32.44084392120294,1.06356221479645,2024,6,2,2024-06,95267,0.7917117154943475,0.003924480271531608,1.5253203330872107,2024-06
CAMP-12,LinkedIn Ads,8346,71296,754622,3.8322117934469473,2.1846022556274245,Facebook,80380,87322,5.277669969183142,Promo Email 61,77928,56397,3269,3.1048570800299093,3.476122105812698,0.8495131659681443,2025-01-29 18:37:20.454370,0.1170612657091561,72.37064983061288,5.796407610333882,2025,1,1,2025-01,80380,0.8869868126399602,0.04585109964093357,5.05152757292258,2025-01
CAMP-189,Google Ads,6932,70114,281926,2.5847038778953073,7.369180542471854,Twitter,19967,307709,6.13193191111877,Promo Email 62,13336,14434,4375,14.414115972902238,5.504213233076045,4.0513738143082145,2024-05-10 18:37:20.454370,0.0988675585475083,108.23335332933412,30.310378273520858,2024,5,2,2024-05,19967,3.51149396504232,0.0623983797814987,14.739142046112567,2024-05
CAMP-161,Twitter Ads,13952,8310,341401,3.225719185309512,7.840374387217583,Twitter,56623,414399,3.885734159908822,Promo Email 63,78475,10595,841,6.084858102701838,3.5803833015937205,2.600210789035414,2024-07-26 18:37:20.454370,1.6789410348977136,13.50111500477859,7.937706465313828,2024,7,3,2024-07,56623,0.14676015046889074,0.10120336943441637,5.308518589691031,2024-07
CAMP-45,Google Ads,13895,11022,237371,4.927355319944306,7.29154557386748,Facebook,84261,2132,4.850227672983776,Promo Email 64,28412,19206,686,5.452759677691989,1.5548317687266655,4.889382704278166,2024-04-29 18:37:20.454370,1.260660497187443,67.59819794453048,3.571800479016974,2024,4,2,2024-04,84261,0.1308078470466764,0.06223915804754128,4.361995089485214,2024-04
CAMP-90,Google Ads,4265,36389,603251,3.863226633034728,6.00028764226438,LinkedIn,6478,170331,5.797599558394963,Promo Email 65,83212,44016,3825,13.181784020295906,4.706267090187998,1.4802288369251726,2024-11-24 18:37:20.454370,0.1172057489900794,52.89621689179446,8.690021810250819,2024,11,4,2024-11,6478,5.617320160543378,0.10511418285745693,6.3742565815292345,2024-11
CAMP-103,TikTok Ads,19322,33440,647275,2.228371340891967,0.6387854725343871,LinkedIn,84785,228684,2.194388525313858,Promo Email 66,76379,35129,2471,8.676071962430616,2.905901761174304,2.455283550294876,2024-06-25 18:37:20.454370,0.5778110047846889,45.9930085494704,7.034074411454923,2024,6,2,2024-06,84785,0.3944093884531462,0.07389354066985646,4.140457724443717,2024-06
CAMP-197,Twitter Ads,16450,39950,676926,2.2875654168030892,3.9235671774501215,Instagram,77058,326812,2.4298218827422793,Promo Email 67,46591,47410,4883,7.988442957590912,9.137707576384264,2.295177727877454,2024-07-01 18:37:20.454370,0.4117647058823529,101.75785022858491,10.29951487028053,2024,7,3,2024-07,77058,0.5184406550909705,0.12222778473091364,5.535022137975822,2024-07
CAMP-8,LinkedIn Ads,13002,57084,125591,3.131983177500925,6.245974578944521,TikTok,28026,260427,0.5040788580849651,Promo Email 68,62750,20931,1138,11.041179833162248,1.4666680207596494,0.6918196599196358,2025-02-23 18:37:20.454370,0.2277696026907714,33.35617529880478,5.436911757679996,2025,2,1,2025-02,28026,2.036822950117748,0.019935533599607595,3.2655833137477654,2025-02
CAMP-153,LinkedIn Ads,10241,84278,593054,3.3602895212526316,4.180787311264117,Instagram,98807,432779,6.760111850835716,Promo Email 69,91648,57233,4233,8.90759645507581,0.9669499728847486,2.1879648662708195,2024-11-19 18:37:20.454370,0.1215145114976625,62.44871682960894,7.396082679572974,2024,11,4,2024-11,98807,0.8529557622435657,0.050226630911981776,5.994553483455693,2024-11
CAMP-91,Twitter Ads,6441,11194,531799,2.5534835365996895,8.703059001671724,Instagram,13280,486443,6.464041814876241,Promo Email 70,97134,40588,3209,2.8564768489781724,0.5504846069711895,1.509011936462532,2024-07-06 18:37:20.454370,0.575397534393425,41.78557456709288,7.906277717551986,2024,7,3,2024-07,13280,0.842921686746988,0.2866714311238163,5.8677686924635735,2024-07
CAMP-174,TikTok Ads,5355,88059,640104,3.259819991793402,3.433621615821346,TikTok,92937,109835,5.469693714436297,Promo Email 71,36454,44635,762,10.27586553154148,3.6166620026137486,0.8855703096979786,2024-09-24 18:37:20.454370,0.0608115013797567,122.44198167553628,1.707180463761622,2024,9,3,2024-09,92937,0.9475128312727977,0.008653289271965387,3.301726297373558,2024-09
